id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
11841673,Beautiful 4 Bedroom River Heights Character Home,61102366,Charlotte & Jim,,River Heights - Fort Garry,49.87098,-97.17261,Entire home/apt,250,3,71,2022-10-19,0.92,1,323,12,
12191809,1080 Sq. ft. Fully Furnished-2 bedroom Suite,65535254,Tiffany,,Fort Rouge - East Fort Garry,49.8735,-97.14666,Entire home/apt,65,30,0,,,4,365,0,
13039593,2 bedroom suite with private entrance,42928963,Lois,,River Heights - Fort Garry,49.8688,-97.19461,Entire home/apt,45,3,66,2022-12-04,0.83,1,2,26,
13136594,Newly renovated and centrally located,27859408,Amanda,,Daniel McIntyre,49.89433,-97.15643,Entire home/apt,115,3,41,2019-09-17,0.52,1,58,0,
13141728,"Glasshouse Downtown - Private/Cozy , Across MTS A+",5078608,Devin,,Fort Rouge - East Fort Garry,49.89282,-97.14557,Entire home/apt,71,2,393,2022-11-25,5.19,1,108,66,
13156814,Christmas cozy home! 2B/1bath River Heights,15729558,Alex,,River Heights - Fort Garry,49.87103,-97.19193,Entire home/apt,125,5,8,2022-09-24,0.1,1,354,4,
14016269,Modern & Relaxing 2 Bedroom Condo,49214281,Philip,,River Heights - Fort Garry,49.82403,-97.14904,Entire home/apt,119,4,3,2016-08-28,0.04,1,0,0,
14369936,A charming room in a home away,88153611,Francis,,Waverley West,49.78718,-97.20904,Private room,70,1,19,2019-08-24,0.27,1,364,0,
14533478,A touch of country,84261849,Susan,,River Heights - Fort Garry,49.86339,-97.15815,Private room,50,1,98,2022-12-04,1.29,1,340,17,
14799499,Large bedroom in  quiet and private family home.,92041318,Gen,,Charleswood - Tuxedo - Westwood,49.86064,-97.30855,Private room,60,2,6,2022-10-22,0.08,2,363,2,
15019119,Charming Modernized 2 Bdrm House Perfectly Located,60400653,Karin & Mark,,St. Boniface,49.88058,-97.12634,Entire home/apt,99,1,247,2022-11-25,3.91,2,34,46,
15115319,in the heart of osborne village,95776055,Curtis,,Fort Rouge - East Fort Garry,49.87597,-97.1461,Entire home/apt,129,2,294,2022-12-05,3.91,19,343,60,
15230180,Village Loft Condo 305,18581972,Ryan,,Fort Rouge - East Fort Garry,49.88056,-97.1447,Entire home/apt,93,5,50,2022-11-18,0.7,6,79,17,
15269088,Basement suite available in great location!,97139450,Lai Guen,,Waverley West,49.79788,-97.16589,Entire home/apt,65,1,29,2022-11-14,0.41,1,254,7,
15324736,Modern Luxury in Osborne Village,97659537,Natalie,,Fort Rouge - East Fort Garry,49.88115,-97.14549,Entire home/apt,60,30,148,2022-09-01,1.97,2,74,4,
15379668,Two block's from the Park Theatre,95776055,Curtis,,Fort Rouge - East Fort Garry,49.86018,-97.13009,Entire home/apt,72,1,161,2022-11-19,2.15,19,347,21,
15760079,Lap of Luxury - New 2 Bdrm w Free Bonus Amenities,101898460,David,,Charleswood - Tuxedo - Westwood,49.85187,-97.2186,Entire home/apt,135,2,92,2022-12-12,1.79,1,329,24,
15835120,Old world charm Bedroom 1,38791285,Rose,,River Heights - Fort Garry,49.86588,-97.17842,Private room,45,30,3,2022-06-16,0.11,3,143,1,
15928457,2 bedroom house close to Osborne Village,103358415,Al,,Fort Rouge - East Fort Garry,49.88186,-97.15381,Entire home/apt,90,4,58,2018-08-06,0.79,1,0,0,
15962345,Character Condo Close to Union Station,83072651,Elizabeth,,Fort Rouge - East Fort Garry,49.88617,-97.13899,Entire home/apt,73,1,73,2022-10-30,1.35,1,21,20,
16071260,Osborne Village's Hidden Gem,52055992,James,,Fort Rouge - East Fort Garry,49.88049,-97.14174,Entire home/apt,100,3,92,2022-10-29,1.31,1,112,8,
16312922,LUXURY CONDO IN THE CITY CENTER,106742367,Lowell,,Point Douglas,49.89612,-97.14025,Entire home/apt,775,2,11,2021-08-02,0.15,1,90,0,
16465699,HappyHouse*Central*Free Parking*ScenicView⬆️Floor,44467977,Tony & Nina,,Point Douglas,49.90267,-97.12785,Entire home/apt,77,10,111,2022-11-08,1.82,2,167,8,
16542682,"2 BEDROOM CONDO FULLY FURNISHED ON CORYDON, WPG!",65535254,Tiffany,,Fort Rouge - East Fort Garry,49.87375,-97.14749,Entire home/apt,60,30,0,,,4,303,0,
16703673,Mini Castle on Winslow Drive,110655007,Barry & Wendy,,St. Vital,49.82208,-97.12668,Private room,73,1,123,2022-11-12,1.74,1,354,19,
16780615,Private basement at St. James,13161744,Inna,,St. James,49.88855,-97.29698,Entire home/apt,49,14,36,2022-02-20,0.51,1,26,2,
16857846,Quiet Condo Near Downtown,112299835,Dené,,Fort Rouge - East Fort Garry,49.88082,-97.14038,Entire home/apt,73,3,116,2022-11-14,1.63,1,166,4,
16994402,crestview park #1,113835860,Thomas,,St. James,49.88911,-97.29477,Entire home/apt,69,1,514,2022-12-10,7.27,2,83,84,
17334245,"Executive 2 Bdrm, Waterfront Drive in the Exchange",105350971,Steve,,Point Douglas,49.9001647,-97.1311512,Entire home/apt,175,3,0,,,1,319,0,
17736300,Wolseley/Downtown separate entrance/exit from host,120967910,Merj,,Daniel McIntyre,49.88457,-97.16942,Private room,45,2,114,2022-11-12,1.74,2,346,9,
17991311,modern 2 bedroom in South Osborne,95776055,Curtis,,Fort Rouge - East Fort Garry,49.86027,-97.13004,Entire home/apt,80,1,171,2022-12-11,2.49,19,358,55,
18117456,Master bedroom,109248901,Jianping,,St. Norbert - Seine River,49.78965,-97.14201,Private room,30,30,4,2022-06-07,0.27,1,354,2,
18152359,Furnished Basement Suite,125166589,Aleta,,Fort Rouge - East Fort Garry,49.86798,-97.12721,Entire home/apt,55,3,24,2022-11-17,0.36,1,92,12,
18361859,Home Away from Home,119556952,Temitope,,Waverley West,49.77967,-97.1805,Private room,75,2,29,2020-08-31,0.43,2,2,0,
18489971,Cozy Private Room in South Winnipeg,64832612,Faith,,St. Norbert - Seine River,49.81318,-97.08191,Private room,40,1,43,2020-10-23,0.78,2,89,0,
19135087,close to rapid transit,95776055,Curtis,,Fort Rouge - East Fort Garry,49.86832,-97.13729,Entire home/apt,45,31,19,2022-10-17,0.28,19,307,3,
19229078,St Boniface residence,40509243,Pierre,,St. Boniface,49.88648,-97.12025,Entire home/apt,80,2,372,2022-11-30,5.69,2,234,56,
19402308,Spaceship Condominium,86173819,Mark,,Point Douglas,49.9016,-97.12779,Entire home/apt,85,10,91,2020-04-10,1.39,1,53,0,
19554635,Modern Home in Central River Heights,58881006,Jude,,River Heights - Fort Garry,49.85872,-97.17648,Entire home/apt,144,7,110,2022-12-13,1.67,1,312,15,
19556636,Jayden's Place,137416520,Mary Jay,,Transcona,49.90577,-97.04313,Private room,55,1,188,2022-10-18,2.85,2,349,3,
19784940,(211) 2 Bdr | Conversion Loft | Exchange District l Market Avenue (139),114498849,Nest Host,,Point Douglas,49.89851,-97.13583,Entire home/apt,95,2,257,2022-09-26,3.95,82,327,11,
19830207,Spacious Basement Suite,137744259,Gloria,,North Kildonan,49.95921,-97.08656,Entire home/apt,59,2,25,2022-08-30,0.38,1,222,7,
19856231,Tony's house,140414208,Tony,,Mynarski,49.92321,-97.12114,Entire home/apt,95,2,116,2022-12-02,1.77,1,338,22,
19860177,Modern getaway in trendy South Osborne,115739118,Adam,,Fort Rouge - East Fort Garry,49.86551,-97.14131,Entire home/apt,60,2,0,,,1,239,0,
19893969,"Seperate access from landlord, Wolesly/Downtown",120967910,Merj,,Daniel McIntyre,49.8853,-97.16946,Private room,45,2,100,2022-11-12,1.53,2,341,19,
19894090,H'Om away from Home,56284118,Monica,,Daniel McIntyre,49.87899,-97.177,Entire home/apt,55,1,183,2020-07-18,2.8,1,178,0,
19943640,Cozy Urban Cabin Feel in the heart of Wpg,86138438,Dominique,,St. Boniface,49.893,-97.11598,Entire home/apt,280,3,62,2022-12-05,0.99,15,305,29,
19945440,Cozy Treetop Suite in Central Winnipeg (Wolseley),141354470,Sheri & Tammy,,Daniel McIntyre,49.88141,-97.16599,Entire home/apt,69,2,106,2022-12-11,1.63,1,160,20,
19949282,Experience Winnipeg in the heart of downtown,141392319,Matthew,,Fort Rouge - East Fort Garry,49.88628,-97.13735,Entire home/apt,55,1,419,2022-12-15,6.38,1,316,66,
19967328,Dog Friendly Modern Apartment with a Cottage Twist,12547985,Janique,,St. Vital,49.84329,-97.10653,Entire home/apt,55,3,77,2022-11-22,1.24,1,359,15,
20007181,3 Bdrm Upper Duplex in Wolseley; Private & Central,4997811,Rebecca,,Daniel McIntyre,49.88087,-97.17431,Entire home/apt,104,2,96,2022-12-09,1.47,3,365,15,
20073522,Oscar's Place,142032855,Anna-Maria And Bill,,Charleswood - Tuxedo - Westwood,49.875572,-97.299416,Entire home/apt,95,2,56,2022-08-17,0.86,1,56,14,
20255385,Suburban Retreat,144343801,Tammy,,Transcona,49.90842,-97.03799,Private room,48,1,278,2022-12-04,4.31,2,361,28,
20360491,24 Foot Ceiling Executive Loft /w Heated Parking,134777230,Julia,,Daniel McIntyre,49.88998,-97.15442,Entire home/apt,109,4,71,2022-11-24,1.11,18,180,6,
20405074,"Cozy Central Bungalow - Parking, Laundry  & more",11773408,Morgan & Damon,,Daniel McIntyre,49.89597,-97.18499,Entire home/apt,94,3,98,2022-11-30,1.57,1,278,24,
20542130,Luxury Townhome near the Exchange,5153325,Ron,,Point Douglas,49.89699,-97.13275,Entire home/apt,450,2,9,2022-07-17,0.14,1,90,1,
20573647,Unique urban getaway overlooking Winnipeg skyline,8332120,Johanna,,Point Douglas,49.90375,-97.12769,Entire home/apt,199,2,146,2022-11-27,2.3,3,329,28,
20583144,Le Loft 139,30905989,Stephan & Christian,,Point Douglas,49.89859,-97.13575,Entire home/apt,120,4,49,2022-08-28,0.76,1,40,7,
20745710,Downtown Glasshouse Condo /w Parking GO JETS!,134777230,Julia,,Fort Rouge - East Fort Garry,49.89279,-97.14526,Entire home/apt,107,3,119,2022-12-07,1.85,18,180,10,
20759250,Modern and Cozy! 5min to downtown. Fully furnished,150297977,Maria,,Elmwood - East Kildonan,49.91363,-97.11075,Entire home/apt,80,3,28,2022-11-28,0.44,1,75,11,
20814619,Self contained suite in lower level of bungalow,149271769,Derek,,Elmwood - East Kildonan,49.9288,-97.09076,Entire home/apt,50,2,201,2022-11-19,3.22,1,161,35,
20881190,Cedar Hous,113729135,Duncan,,St. Vital,49.84053,-97.12866,Entire home/apt,400,10,0,,,1,173,0,
21041138,Le nid-The Nest,101847099,Louise,,St. Boniface,49.88587,-97.12197,Private room,55,2,35,2022-11-29,0.56,1,0,2,
21077938,The Hinterlands - Multilevel Beauty in the Suburbs,147578945,Michael,,River Heights - Fort Garry,49.85742,-97.1855,Entire home/apt,199,1,57,2021-01-02,0.9,4,290,0,
21141111,Private Suite in cozy River Heights home.,92517844,Ruth,,River Heights - Fort Garry,49.86982,-97.19743,Entire home/apt,70,3,60,2022-12-03,0.98,2,324,19,
21174673,Renovated character home in central location,37841665,Kristen,,River Heights - Fort Garry,49.86589,-97.16021,Private room,110,28,6,2019-09-17,0.1,2,88,0,
21229614,5 mins to outlet mall close to everything,112344629,Lan,,Waverley West,49.81622,-97.20579,Private room,40,3,50,2022-05-09,0.8,2,66,5,
21231243,Cozy Bungalow - Great Location! (2 bedrooms +),81315066,Rp,,Mynarski,49.92309,-97.1354,Entire home/apt,80,3,54,2022-10-18,0.86,3,69,3,
21375970,Charming Norwood Flats Home,8407330,Christie,,St. Boniface,49.87115,-97.11776,Entire home/apt,98,2,105,2022-10-10,1.7,1,0,12,
21407744,455 Springfield road,155090202,Thomas K.,,North Kildonan,49.93888,-97.07427,Private room,31,1,7,2019-07-02,0.11,1,229,0,
21447732,Cozy and Stylish Condo in Osborne w/ Free parking,134777230,Julia,,Fort Rouge - East Fort Garry,49.87866,-97.1415,Entire home/apt,89,3,17,2020-06-26,0.28,18,164,0,
21448195,A+ Condo Osborne Village /w balcony & Parking,134777230,Julia,,Fort Rouge - East Fort Garry,49.8789,-97.14163,Entire home/apt,99,3,52,2021-01-21,0.83,18,164,0,
21501002,Chalet under the Maple - St Boniface Suite,11151940,Steph,,St. Boniface,49.88691,-97.11217,Entire home/apt,47,4,46,2022-10-28,0.78,1,60,14,
21514826,Convenient location 5 min to outlets mall,112344629,Lan,,Waverley West,49.81614,-97.20542,Private room,45,3,46,2022-12-12,0.75,2,169,16,
21538416,Cozy one bedroom in Riverview,95776055,Curtis,,Fort Rouge - East Fort Garry,49.86018,-97.13009,Entire home/apt,63,1,116,2022-11-19,1.88,19,354,24,
21753823,Clean and in heart of Winnipeg,158349313,Sadmir,,River Heights - Fort Garry,49.86457,-97.19676,Entire home/apt,99,3,1,2018-04-21,0.02,1,87,0,
21813133,Three Bedroom in the Village,95776055,Curtis,,Fort Rouge - East Fort Garry,49.87541,-97.14751,Entire home/apt,86,1,198,2022-11-27,3.22,19,171,61,
21837665,Stunning & Spacious  2 Bdrm Home in Wolseley,4997811,Rebecca,,Daniel McIntyre,49.88087,-97.17431,Entire home/apt,104,2,70,2022-11-11,1.16,3,246,11,
21881934,Le Masion in South Osbourne,95776055,Curtis,,Fort Rouge - East Fort Garry,49.86075,-97.13047,Entire home/apt,80,1,145,2022-12-09,2.36,19,354,36,
21919063,Beautiful home in the heart of Osborne Village,159932147,Rebecca,,Fort Rouge - East Fort Garry,49.87861,-97.14971,Entire home/apt,65,30,29,2022-11-03,0.48,1,221,6,
22120139,Three Bedroom in Crescentwood,95776055,Curtis,,River Heights - Fort Garry,49.86753,-97.17009,Entire home/apt,79,1,203,2022-12-09,3.37,19,315,59,
22193789,Condo in Luxurious Tuxedo with Covered Parking,134777230,Julia,,Charleswood - Tuxedo - Westwood,49.85261,-97.21798,Entire home/apt,116,4,59,2022-12-09,0.97,18,113,12,
22505139,Cozy Apartment Central St Boniface,165102371,Lorraine,,St. Boniface,49.88631,-97.11669,Entire home/apt,50,30,80,2022-11-20,1.33,1,38,18,
22510342,Large beautiful room with private bathrooom,140095930,Adekemi,,St. Norbert - Seine River,49.76286,-97.15955,Private room,64,1,37,2022-10-30,0.99,1,90,18,
22545718,★Bright Private Suite: St.Boniface Hospital/DTown★,40200324,Taylor & Jason,,St. Boniface,49.89003,-97.11537,Entire home/apt,89,2,241,2022-11-16,4.05,3,180,25,
22600797,New and bright suite on Waterfront Drive,8332120,Johanna,,Point Douglas,49.90205,-97.12768,Entire home/apt,110,3,12,2022-09-23,0.21,3,96,3,
22812947,"*Lovely Lipton*  close to HSC, airport & downtown",85761896,Pamela,,Daniel McIntyre,49.9037,-97.17305,Entire home/apt,95,25,135,2022-09-03,2.29,1,232,3,
22907408,New Build - Designers Dream in River Heights,134626026,Melanie,,River Heights - Fort Garry,49.86977,-97.18528,Entire home/apt,399,7,1,2018-06-17,0.02,1,254,0,
22943551,NEW-2 Brm Suite- DOWNTOWN- Next to Arena w/PARKING,158970875,Adam,,Daniel McIntyre,49.89474,-97.14435,Entire home/apt,123,7,34,2022-08-26,0.61,1,14,9,
23101260,*Banning Fern* Your Sunny West End house,9204262,Jacqueline,,Daniel McIntyre,49.88648,-97.17313,Entire home/apt,116,2,24,2022-12-14,0.45,1,126,16,
23126855,☆Industrial Style Loft+ In The Exchange District☆,74203278,Roam,,Point Douglas,49.89955,-97.13525,Entire home/apt,69,3,293,2022-10-24,4.97,40,170,33,
23223000,Executive Character Suite,102914635,Liam,,Fort Rouge - East Fort Garry,49.87684,-97.15857,Entire home/apt,130,7,25,2022-08-22,0.43,1,180,3,
23265785,1-room Suite next to Pan Am Clinic/Grant Park,8183935,Vlada,,River Heights - Fort Garry,49.86058,-97.15817,Entire home/apt,65,4,162,2022-12-01,2.75,2,252,14,
23343624,Small Arnold Ave. Riverview Home Non Smoking,81187343,Melanie,,Fort Rouge - East Fort Garry,49.867,-97.13311,Entire home/apt,150,3,41,2022-09-30,0.77,1,163,8,
23373186,EXECUTIVE FURNISHED LOFT - LOCATION LOCATION !!,73231239,Rory,,Fort Rouge - East Fort Garry,49.87991,-97.14143,Entire home/apt,100,30,0,,,1,0,0,
23613281,Private room in a cozy character West End house.,127173281,Ilse,,Daniel McIntyre,49.88282,-97.18989,Private room,59,2,6,2021-10-01,0.11,1,0,0,
23627811,Crestview park #2,113835860,Thomas,,St. James,49.8902,-97.29648,Entire home/apt,68,1,499,2022-12-08,8.59,2,72,106,
23632750,Brand new upper unit luxury home in Crescentwood,83089228,Lucky,,River Heights - Fort Garry,49.84803,-97.15489,Entire home/apt,150,3,49,2022-11-29,3.29,2,181,36,
23643938,2 Bedroom Furnished Condo on Corydon!,65535254,Tiffany,,Fort Rouge - East Fort Garry,49.87258,-97.14665,Entire home/apt,60,30,0,,,4,358,0,
23687236,Best Location Osborne Village! Stylish Clean Condo,91879760,Leith,,Fort Rouge - East Fort Garry,49.87808,-97.14302,Entire home/apt,73,10,63,2022-08-28,1.08,1,180,4,
23688055,Warehouse Loft in Exchange District w/parking!,18167901,Cherie,,Point Douglas,49.89869,-97.13565,Entire home/apt,97,2,388,2022-12-11,6.91,2,357,56,
23735490,Cozy Bungalow - Great Location! (Master Bedroom),81315066,Rp,,Mynarski,49.92208,-97.13727,Private room,41,7,15,2022-09-25,0.29,3,89,2,
23875222,Affordable and Comfy Private Suite in South end,134145647,Faisal,,St. Vital,49.83398,-97.07485,Entire home/apt,41,1,86,2020-02-21,1.5,2,71,0,
24064823,Garden Level open concept in South Osbourne,95776055,Curtis,,Fort Rouge - East Fort Garry,49.85899,-97.13053,Entire home/apt,79,1,183,2022-11-26,3.2,19,346,53,
24139716,1-bedroom suite next to Grant Park/Pan Am Clinic,8183935,Vlada,,River Heights - Fort Garry,49.86087,-97.15995,Entire home/apt,59,4,167,2022-11-27,2.92,2,235,20,
24276259,Homey Haven: Self-Contained Basement -with  Garage,183034508,Tolu,,Waverley West,49.79316,-97.20028,Entire home/apt,50,2,45,2022-11-28,1.46,2,364,16,
24310781,3.5 bdrm in charming cresentwd. LONG TERM DISCOUNT,37841665,Kristen,,River Heights - Fort Garry,49.86488,-97.16167,Entire home/apt,276,21,38,2021-12-30,0.7,2,30,4,
24398955,Cozy Downtown Studio Unit in Winnipeg,184170702,Janice,,Fort Rouge - East Fort Garry,49.8888,-97.13989,Entire home/apt,67,5,188,2022-11-19,3.32,15,294,21,
24431126,Beautiful Wolseley Home,15874551,Paige,,Daniel McIntyre,49.88123,-97.19002,Entire home/apt,100,3,38,2022-08-22,0.7,1,348,4,
24476896,Exchange Distrct Loft Condo,184891476,William Robert,,Point Douglas,49.89803,-97.13608,Entire home/apt,89,2,222,2022-12-05,4,1,146,59,
24573131,New!! Stylish 1450sf 2BR 2BA Condo-Osborne Village,185671079,Egilio,,Fort Rouge - East Fort Garry,49.87887,-97.14479,Entire home/apt,135,2,140,2022-12-04,2.52,2,256,19,
24579927,Beautiful and safe house!,185730560,Ruqqia,,St. Norbert - Seine River,49.80639,-97.07755,Private room,100,1,18,2019-08-25,0.32,1,365,0,
24677894,New! Modern 1500sf 2BR 2.5BA Condo-Osborne Village,185671079,Egilio,,Fort Rouge - East Fort Garry,49.88026,-97.14256,Entire home/apt,135,2,81,2022-11-19,1.56,2,294,28,
24678630,Suburban Oasis,144343801,Tammy,,Transcona,49.9068,-97.03656,Private room,48,1,146,2022-12-09,2.59,2,364,9,
24717604,Private room close to stuff - Great reviews - 1of2,186831999,John,,River Heights - Fort Garry,49.85177,-97.20154,Private room,42,1,150,2022-12-12,2.68,2,70,24,
24796952,RIVER PARK SOUTH and LOVIN IT EntireBasement 4Beds,101838697,Bryan,,St. Norbert - Seine River,49.81647,-97.08433,Private room,75,1,351,2022-12-07,6.27,2,171,45,
